RootCAX22,RootCAX23,RootCOL00,RootRBOHD,RootCAX22|RootCAX23,RootCAX22|RootCOL00,RootCAX22|RootRBOHD,RootCAX23|RootCOL00,RootCAX23|RootRBOHD,RootCOL00|RootRBOHD,RootCAX22|RootCAX23|RootCOL00,RootCAX22|RootCAX23|RootRBOHD,RootCAX22|RootCOL00|RootRBOHD,RootCAX23|RootCOL00|RootRBOHD,RootCAX22|RootCAX23|RootCOL00|RootRBOHD
,AT4G15740.1,,,,,,,,,,,,,
,AT1G08630.5,,,,,,,,,,,,,
,AT4G34930.1,,,,,,,,,,,,,
,AT1G68110.1,,,,,,,,,,,,,
,AT1G33930.1,,,,,,,,,,,,,
,AT5G46390.2,,,,,,,,,,,,,
,AT4G14540.1,,,,,,,,,,,,,
,AT1G47520.1,,,,,,,,,,,,,
,AT3G26300.1,,,,,,,,,,,,,
,AT4G11030.1,,,,,,,,,,,,,
,AT4G29930.2,,,,,,,,,,,,,
,AT1G49380.1,,,,,,,,,,,,,
,AT1G23400.1,,,,,,,,,,,,,
,AT1G34390.1,,,,,,,,,,,,,
,AT4G29930.1,,,,,,,,,,,,,
,AT2G01610.1,,,,,,,,,,,,,
,AT5G66490.1,,,,,,,,,,,,,
,AT2G17880.1,,,,,,,,,,,,,
,AT4G25650.2,,,,,,,,,,,,,
,AT1G10360.1,,,,,,,,,,,,,
,AT1G24420.1,,,,,,,,,,,,,
,AT3G26900.2,,,,,,,,,,,,,
,AT4G34350.1,,,,,,,,,,,,,
,AT3G26900.3,,,,,,,,,,,,,
,AT3G06980.1,,,,,,,,,,,,,
,AT4G01883.1,,,,,,,,,,,,,
,AT1G50450.1,,,,,,,,,,,,,
,AT5G66900.1,,,,,,,,,,,,,
,AT5G51820.1,,,,,,,,,,,,,
,AT1G73750.1,,,,,,,,,,,,,
,AT5G46390.1,,,,,,,,,,,,,
,ATCG00740.1,,,,,,,,,,,,,
,AT4G29930.4,,,,,,,,,,,,,
,AT1G55960.1,,,,,,,,,,,,,
,ATMG00050.1,,,,,,,,,,,,,
,AT5G03570.1,,,,,,,,,,,,,
,AT2G42130.4,,,,,,,,,,,,,
,AT1G73680.2,,,,,,,,,,,,,
,AT1G73680.1,,,,,,,,,,,,,
,AT3G04790.1,,,,,,,,,,,,,
,AT5G03570.2,,,,,,,,,,,,,
,AT2G42130.2,,,,,,,,,,,,,
,AT2G40670.2,,,,,,,,,,,,,
,AT2G42130.3,,,,,,,,,,,,,
,AT5G37990.1,,,,,,,,,,,,,
,AT1G50250.1,,,,,,,,,,,,,
,ATCG00800.1,,,,,,,,,,,,,
,AT1G45545.1,,,,,,,,,,,,,
,AT5G46500.1,,,,,,,,,,,,,
,AT5G52320.1,,,,,,,,,,,,,
,AT1G22160.1,,,,,,,,,,,,,
,AT2G46250.1,,,,,,,,,,,,,
,AT4G26555.1,,,,,,,,,,,,,
,AT1G70100.2,,,,,,,,,,,,,
,AT2G04270.1,,,,,,,,,,,,,
,AT2G22540.1,,,,,,,,,,,,,
,AT1G22700.1,,,,,,,,,,,,,
,AT1G22700.3,,,,,,,,,,,,,
,AT1G22700.2,,,,,,,,,,,,,
,AT2G04270.2,,,,,,,,,,,,,
,AT4G25560.1,,,,,,,,,,,,,
,AT2G40670.1,,,,,,,,,,,,,
,AT5G15845.1,,,,,,,,,,,,,
,AT5G54290.1,,,,,,,,,,,,,
,AT1G70100.4,,,,,,,,,,,,,
,AT1G70100.1,,,,,,,,,,,,,
,AT5G54290.2,,,,,,,,,,,,,
,AT4G18370.1,,,,,,,,,,,,,
,AT1G32070.1,,,,,,,,,,,,,
,AT1G70100.3,,,,,,,,,,,,,
,AT2G43945.1,,,,,,,,,,,,,
,AT5G62840.1,,,,,,,,,,,,,
,AT2G42130.1,,,,,,,,,,,,,
,AT1G32070.2,,,,,,,,,,,,,
,AT1G32070.3,,,,,,,,,,,,,
,AT1G25530.1,,,,,,,,,,,,,
,AT3G23250.1,,,,,,,,,,,,,
,AT2G22540.2,,,,,,,,,,,,,
,AT1G48745.1,,,,,,,,,,,,,
,AT5G10380.1,,,,,,,,,,,,,
,AT4G13290.1,,,,,,,,,,,,,
,ATCG00810.1,,,,,,,,,,,,,
,AT4G11310.1,,,,,,,,,,,,,
,AT4G36430.1,,,,,,,,,,,,,
,AT4G11570.2,,,,,,,,,,,,,
,AT5G47240.1,,,,,,,,,,,,,
,AT3G09050.1,,,,,,,,,,,,,
,AT4G01580.1,,,,,,,,,,,,,
,AT5G40170.1,,,,,,,,,,,,,
,AT5G11190.1,,,,,,,,,,,,,
,AT1G14030.1,,,,,,,,,,,,,
,AT1G08930.2,,,,,,,,,,,,,
,AT4G11570.1,,,,,,,,,,,,,
,AT1G08930.1,,,,,,,,,,,,,
,AT5G11450.1,,,,,,,,,,,,,
,AT2G37220.1,,,,,,,,,,,,,
,AT5G14970.1,,,,,,,,,,,,,
,AT3G50685.1,,,,,,,,,,,,,
,AT5G18080.1,,,,,,,,,,,,,
,AT4G31800.1,,,,,,,,,,,,,
,AT4G31800.2,,,,,,,,,,,,,
,AT4G15630.1,,,,,,,,,,,,,
,AT2G05440.4,,,,,,,,,,,,,
,AT2G05440.2,,,,,,,,,,,,,
,AT2G21385.3,,,,,,,,,,,,,
,AT2G05440.3,,,,,,,,,,,,,
,ATCG00160.1,,,,,,,,,,,,,
,AT2G05440.1,,,,,,,,,,,,,
,AT1G71050.1,,,,,,,,,,,,,
,AT2G05440.8,,,,,,,,,,,,,
,AT2G05440.7,,,,,,,,,,,,,
,AT2G05440.6,,,,,,,,,,,,,
,AT2G05440.5,,,,,,,,,,,,,
,ATCG00180.1,,,,,,,,,,,,,
,AT1G11180.2,,,,,,,,,,,,,
,AT5G38930.1,,,,,,,,,,,,,
,AT3G50440.1,,,,,,,,,,,,,
,AT5G20140.1,,,,,,,,,,,,,
,AT2G21385.1,,,,,,,,,,,,,
,ATCG00750.1,,,,,,,,,,,,,
,AT1G11180.1,,,,,,,,,,,,,
,AT1G14430.1,,,,,,,,,,,,,
,ATMG00810.1,,,,,,,,,,,,,
,AT2G21385.2,,,,,,,,,,,,,
,AT5G55720.1,,,,,,,,,,,,,
,AT1G01190.1,,,,,,,,,,,,,
,AT2G33855.1,,,,,,,,,,,,,
,AT1G58460.1,,,,,,,,,,,,,
,AT1G31820.1,,,,,,,,,,,,,
,AT1G75470.1,,,,,,,,,,,,,
,AT2G22810.1,,,,,,,,,,,,,
,AT1G25450.1,,,,,,,,,,,,,
,AT1G19560.1,,,,,,,,,,,,,
,AT3G56290.1,,,,,,,,,,,,,
,AT2G05160.1,,,,,,,,,,,,,
,AT2G42130.5,,,,,,,,,,,,,
,AT2G21385.4,,,,,,,,,,,,,
,AT3G46630.1,,,,,,,,,,,,,
,AT1G69120.1,,,,,,,,,,,,,
,AT5G35970.1,,,,,,,,,,,,,
,ATMG00665.1,,,,,,,,,,,,,
,AT5G48070.1,,,,,,,,,,,,,
,AT4G33666.1,,,,,,,,,,,,,
,AT3G23250.2,,,,,,,,,,,,,
,AT1G43675.1,,,,,,,,,,,,,
,AT3G01680.1,,,,,,,,,,,,,
,AT3G51660.1,,,,,,,,,,,,,
,AT1G70290.1,,,,,,,,,,,,,
,AT1G69523.1,,,,,,,,,,,,,
,AT4G06535.1,,,,,,,,,,,,,
,AT1G19650.1,,,,,,,,,,,,,
,AT4G04293.1,,,,,,,,,,,,,
,AT1G19660.1,,,,,,,,,,,,,
,AT1G09530.2,,,,,,,,,,,,,
,AT1G17650.1,,,,,,,,,,,,,
,AT3G13784.1,,,,,,,,,,,,,
,AT2G28190.1,,,,,,,,,,,,,
,AT2G30390.2,,,,,,,,,,,,,
,AT5G63310.1,,,,,,,,,,,,,
,AT4G29930.3,,,,,,,,,,,,,
,AT5G65890.1,,,,,,,,,,,,,
,AT2G48070.3,,,,,,,,,,,,,
,ATCG00820.1,,,,,,,,,,,,,
,AT3G16240.1,,,,,,,,,,,,,
,AT1G09530.1,,,,,,,,,,,,,
,AT2G30390.1,,,,,,,,,,,,,
,AT5G64940.2,,,,,,,,,,,,,
,AT5G25630.2,,,,,,,,,,,,,
,AT3G60370.1,,,,,,,,,,,,,
,AT5G64940.1,,,,,,,,,,,,,
,AT2G02100.1,,,,,,,,,,,,,
,AT1G07700.2,,,,,,,,,,,,,
,AT1G19660.2,,,,,,,,,,,,,
,AT2G19910.1,,,,,,,,,,,,,
,AT5G24040.1,,,,,,,,,,,,,
,AT3G09210.1,,,,,,,,,,,,,
,AT2G37920.1,,,,,,,,,,,,,
,AT2G15070.1,,,,,,,,,,,,,
,AT1G07700.3,,,,,,,,,,,,,
,AT4G27210.1,,,,,,,,,,,,,
,AT4G39675.1,,,,,,,,,,,,,
,AT1G05135.1,,,,,,,,,,,,,
,AT5G11410.1,,,,,,,,,,,,,
,AT3G26570.2,,,,,,,,,,,,,
,AT3G13435.1,,,,,,,,,,,,,
,AT1G54520.1,,,,,,,,,,,,,
,AT1G53670.1,,,,,,,,,,,,,
,AT3G15518.1,,,,,,,,,,,,,
,AT1G19650.2,,,,,,,,,,,,,
,AT1G52290.1,,,,,,,,,,,,,
,AT3G19810.1,,,,,,,,,,,,,
,AT3G26570.1,,,,,,,,,,,,,
,AT4G00360.1,,,,,,,,,,,,,
,ATCG00760.1,,,,,,,,,,,,,
,AT1G69830.1,,,,,,,,,,,,,
,AT2G04190.1,,,,,,,,,,,,,
,AT5G07010.1,,,,,,,,,,,,,
,AT1G60160.1,,,,,,,,,,,,,
,AT1G52200.1,,,,,,,,,,,,,
,AT5G15800.1,,,,,,,,,,,,,
,AT3G04260.1,,,,,,,,,,,,,
,AT4G35010.1,,,,,,,,,,,,,
,AT2G48070.1,,,,,,,,,,,,,
,AT1G60010.1,,,,,,,,,,,,,
,AT1G63970.2,,,,,,,,,,,,,
,AT5G15500.2,,,,,,,,,,,,,
,AT4G10770.1,,,,,,,,,,,,,
,AT3G18080.1,,,,,,,,,,,,,
,AT2G46630.1,,,,,,,,,,,,,
,AT2G34000.1,,,,,,,,,,,,,
,AT2G46830.1,,,,,,,,,,,,,
,AT3G15570.1,,,,,,,,,,,,,
,AT3G54090.1,,,,,,,,,,,,,
,AT1G63970.1,,,,,,,,,,,,,
,AT1G31170.1,,,,,,,,,,,,,
,AT2G42600.1,,,,,,,,,,,,,
,AT5G47110.1,,,,,,,,,,,,,
,AT5G18570.1,,,,,,,,,,,,,
,AT4G33420.1,,,,,,,,,,,,,
,AT3G26932.1,,,,,,,,,,,,,
,AT2G42600.2,,,,,,,,,,,,,
,AT1G18485.1,,,,,,,,,,,,,
,AT5G09220.1,,,,,,,,,,,,,
,AT1G76952.1,,,,,,,,,,,,,
,AT5G09976.1,,,,,,,,,,,,,
,AT1G53670.2,,,,,,,,,,,,,
,AT2G41560.1,,,,,,,,,,,,,
,AT2G44490.1,,,,,,,,,,,,,
,AT1G56300.1,,,,,,,,,,,,,
,AT2G32990.1,,,,,,,,,,,,,
,AT5G61260.1,,,,,,,,,,,,,
,AT2G35490.1,,,,,,,,,,,,,
,AT5G15210.1,,,,,,,,,,,,,
,AT3G46330.1,,,,,,,,,,,,,
,AT1G07700.1,,,,,,,,,,,,,
,AT3G23400.1,,,,,,,,,,,,,
,AT1G51940.1,,,,,,,,,,,,,
,ATCG00660.1,,,,,,,,,,,,,
,AT1G67470.1,,,,,,,,,,,,,
,AT2G20880.1,,,,,,,,,,,,,
,AT1G68890.1,,,,,,,,,,,,,
,AT1G67105.1,,,,,,,,,,,,,
,AT4G08570.1,,,,,,,,,,,,,
,AT2G24600.3,,,,,,,,,,,,,
,AT1G31170.2,,,,,,,,,,,,,
,AT5G07650.1,,,,,,,,,,,,,
,AT5G06530.3,,,,,,,,,,,,,
,AT1G11450.2,,,,,,,,,,,,,
,AT4G08040.1,,,,,,,,,,,,,
,AT5G16010.1,,,,,,,,,,,,,
,AT1G01790.1,,,,,,,,,,,,,
,AT5G14660.2,,,,,,,,,,,,,
,AT1G31170.3,,,,,,,,,,,,,
,AT2G24600.1,,,,,,,,,,,,,
,AT1G52342.1,,,,,,,,,,,,,
,AT2G01320.1,,,,,,,,,,,,,
,AT4G20130.1,,,,,,,,,,,,,
,AT5G52960.1,,,,,,,,,,,,,
,AT1G02065.1,,,,,,,,,,,,,
,AT1G02065.2,,,,,,,,,,,,,
,AT1G65450.2,,,,,,,,,,,,,
,AT1G24540.1,,,,,,,,,,,,,
,AT2G21220.1,,,,,,,,,,,,,
,AT5G37300.1,,,,,,,,,,,,,
,AT5G44620.1,,,,,,,,,,,,,
,AT2G24600.4,,,,,,,,,,,,,
,AT5G27300.1,,,,,,,,,,,,,
,AT2G27402.1,,,,,,,,,,,,,
,AT3G48280.1,,,,,,,,,,,,,
,AT5G14660.1,,,,,,,,,,,,,
,AT3G61060.1,,,,,,,,,,,,,
,AT3G61060.2,,,,,,,,,,,,,
,AT5G20740.1,,,,,,,,,,,,,
,AT1G05385.1,,,,,,,,,,,,,
,AT1G51260.1,,,,,,,,,,,,,
,AT5G06900.1,,,,,,,,,,,,,
,AT1G78060.1,,,,,,,,,,,,,
,AT2G24600.2,,,,,,,,,,,,,
,AT4G37200.1,,,,,,,,,,,,,
,AT1G68320.1,,,,,,,,,,,,,
,AT2G09920.1,,,,,,,,,,,,,
,AT2G10000.1,,,,,,,,,,,,,
,AT2G07880.1,,,,,,,,,,,,,
,AT2G09790.1,,,,,,,,,,,,,
,AT2G09810.1,,,,,,,,,,,,,
,AT2G09820.1,,,,,,,,,,,,,
,AT2G09830.1,,,,,,,,,,,,,
,AT2G09850.1,,,,,,,,,,,,,
,AT2G09870.1,,,,,,,,,,,,,
,AT2G09838.1,,,,,,,,,,,,,
,AT2G09860.1,,,,,,,,,,,,,
,AT2G09862.1,,,,,,,,,,,,,
,AT2G09880.1,,,,,,,,,,,,,
,AT2G09890.1,,,,,,,,,,,,,
,AT2G09930.1,,,,,,,,,,,,,
,AT2G09950.1,,,,,,,,,,,,,
,AT2G09953.1,,,,,,,,,,,,,
,AT2G09956.1,,,,,,,,,,,,,
,AT2G09960.1,,,,,,,,,,,,,
,AT5G48300.1,,,,,,,,,,,,,
,AT2G01860.1,,,,,,,,,,,,,
,AT5G01540.1,,,,,,,,,,,,,
,AT1G34760.2,,,,,,,,,,,,,
,AT5G53870.1,,,,,,,,,,,,,
,AT1G65970.1,,,,,,,,,,,,,
,AT5G06530.1,,,,,,,,,,,,,
,AT1G22400.1,,,,,,,,,,,,,
,AT1G02800.1,,,,,,,,,,,,,
,AT5G35220.1,,,,,,,,,,,,,
,AT5G20045.1,,,,,,,,,,,,,
,AT2G23760.1,,,,,,,,,,,,,
,AT3G63410.1,,,,,,,,,,,,,
,AT5G28750.1,,,,,,,,,,,,,
,AT3G46670.1,,,,,,,,,,,,,
,AT2G14910.1,,,,,,,,,,,,,
,AT5G14780.1,,,,,,,,,,,,,
,AT3G14770.1,,,,,,,,,,,,,
,AT2G35150.1,,,,,,,,,,,,,
,AT1G29860.1,,,,,,,,,,,,,
,AT4G10310.1,,,,,,,,,,,,,
,AT1G25430.1,,,,,,,,,,,,,
,AT5G61560.2,,,,,,,,,,,,,
,AT5G61560.1,,,,,,,,,,,,,
,AT4G35720.1,,,,,,,,,,,,,
,AT2G48070.2,,,,,,,,,,,,,
,AT5G62420.1,,,,,,,,,,,,,
,AT5G01542.1,,,,,,,,,,,,,
,AT2G35820.1,,,,,,,,,,,,,
,AT2G01320.4,,,,,,,,,,,,,
,AT1G61740.1,,,,,,,,,,,,,
,AT2G26690.1,,,,,,,,,,,,,
,AT2G14910.2,,,,,,,,,,,,,
,AT5G27300.2,,,,,,,,,,,,,
,AT1G11450.1,,,,,,,,,,,,,
,AT4G31875.1,,,,,,,,,,,,,
,AT1G14730.1,,,,,,,,,,,,,
,AT3G17510.2,,,,,,,,,,,,,
,AT3G26932.2,,,,,,,,,,,,,
,AT3G50060.1,,,,,,,,,,,,,
,AT3G15450.2,,,,,,,,,,,,,
,AT5G06530.2,,,,,,,,,,,,,
,AT4G04850.2,,,,,,,,,,,,,
,AT1G21860.1,,,,,,,,,,,,,
,AT1G44050.1,,,,,,,,,,,,,
,AT3G15450.3,,,,,,,,,,,,,
,AT1G13110.1,,,,,,,,,,,,,
,AT4G04850.1,,,,,,,,,,,,,
,AT3G08870.1,,,,,,,,,,,,,
,AT2G31560.2,,,,,,,,,,,,,
,AT2G23760.2,,,,,,,,,,,,,
,AT1G34000.1,,,,,,,,,,,,,
,AT1G52880.1,,,,,,,,,,,,,
,AT3G17510.1,,,,,,,,,,,,,
,AT2G23760.3,,,,,,,,,,,,,
,AT1G09500.3,,,,,,,,,,,,,
,AT2G35500.1,,,,,,,,,,,,,
,AT5G13140.1,,,,,,,,,,,,,
,AT5G15800.2,,,,,,,,,,,,,
,AT4G27400.1,,,,,,,,,,,,,
,AT2G26220.1,,,,,,,,,,,,,
,AT2G01320.2,,,,,,,,,,,,,
,AT3G54490.1,,,,,,,,,,,,,
,AT3G15450.1,,,,,,,,,,,,,
,AT4G30825.1,,,,,,,,,,,,,
,AT1G34044.1,,,,,,,,,,,,,
,AT2G40130.1,,,,,,,,,,,,,
,AT2G40130.2,,,,,,,,,,,,,
,AT1G34760.1,,,,,,,,,,,,,
,AT1G28140.1,,,,,,,,,,,,,
,AT2G01320.3,,,,,,,,,,,,,
,ATCG00250.1,,,,,,,,,,,,,
,AT1G64400.1,,,,,,,,,,,,,
,AT4G18195.1,,,,,,,,,,,,,
,AT1G79600.1,,,,,,,,,,,,,
,AT5G36170.1,,,,,,,,,,,,,
,AT1G12090.1,,,,,,,,,,,,,
,AT2G36500.1,,,,,,,,,,,,,
,AT5G25630.1,,,,,,,,,,,,,
,AT5G35100.2,,,,,,,,,,,,,
,AT5G36170.2,,,,,,,,,,,,,
,AT4G02725.1,,,,,,,,,,,,,
,AT3G29185.1,,,,,,,,,,,,,
,AT2G32640.2,,,,,,,,,,,,,
,AT5G36170.3,,,,,,,,,,,,,
,AT5G45530.1,,,,,,,,,,,,,
,AT1G12805.1,,,,,,,,,,,,,
,AT1G19380.1,,,,,,,,,,,,,
,AT2G32640.1,,,,,,,,,,,,,
,AT1G70070.1,,,,,,,,,,,,,
,AT1G26210.1,,,,,,,,,,,,,
,AT1G32780.1,,,,,,,,,,,,,
,AT2G41800.1,,,,,,,,,,,,,
,AT1G73290.1,,,,,,,,,,,,,
,AT2G47950.1,,,,,,,,,,,,,
,AT2G36000.1,,,,,,,,,,,,,
,AT1G48750.1,,,,,,,,,,,,,
,AT3G29185.2,,,,,,,,,,,,,
,AT3G21260.1,,,,,,,,,,,,,
,AT1G69900.1,,,,,,,,,,,,,
,AT2G42750.1,,,,,,,,,,,,,
,AT5G35100.1,,,,,,,,,,,,,
,AT4G31805.1,,,,,,,,,,,,,
,AT2G42975.1,,,,,,,,,,,,,
,AT5G37450.1,,,,,,,,,,,,,
,AT3G01510.1,,,,,,,,,,,,,
,AT2G35960.1,,,,,,,,,,,,,
,AT3G43850.1,,,,,,,,,,,,,
,AT3G09290.1,,,,,,,,,,,,,
,AT4G36530.1,,,,,,,,,,,,,
,AT4G36530.2,,,,,,,,,,,,,
,AT1G16730.1,,,,,,,,,,,,,
,AT1G33440.1,,,,,,,,,,,,,
,AT5G39830.2,,,,,,,,,,,,,
,AT1G35140.1,,,,,,,,,,,,,
,AT4G09040.2,,,,,,,,,,,,,
,AT5G52930.1,,,,,,,,,,,,,
,AT5G39830.1,,,,,,,,,,,,,
,AT1G54355.1,,,,,,,,,,,,,
,AT1G61950.1,,,,,,,,,,,,,
,AT1G12845.1,,,,,,,,,,,,,
,AT5G62100.1,,,,,,,,,,,,,
,AT1G61380.1,,,,,,,,,,,,,
,AT5G23010.1,,,,,,,,,,,,,
,AT2G31560.1,,,,,,,,,,,,,
,ATCG00770.1,,,,,,,,,,,,,
,AT4G02790.1,,,,,,,,,,,,,
,AT1G61750.1,,,,,,,,,,,,,
,AT2G40610.1,,,,,,,,,,,,,
,AT1G21060.2,,,,,,,,,,,,,
,AT4G33500.1,,,,,,,,,,,,,
,AT1G03475.1,,,,,,,,,,,,,
,AT1G11190.1,,,,,,,,,,,,,
,AT3G01290.1,,,,,,,,,,,,,
,AT1G06430.1,,,,,,,,,,,,,
,AT1G36320.1,,,,,,,,,,,,,
,AT4G00955.1,,,,,,,,,,,,,
,AT2G36750.1,,,,,,,,,,,,,
,AT5G62100.2,,,,,,,,,,,,,
,AT5G62100.3,,,,,,,,,,,,,
,AT1G21060.1,,,,,,,,,,,,,
,AT2G46830.2,,,,,,,,,,,,,
,AT3G17040.2,,,,,,,,,,,,,
,AT3G53770.2,,,,,,,,,,,,,
,AT4G09040.1,,,,,,,,,,,,,
,AT1G45035.1,,,,,,,,,,,,,
,AT5G15500.1,,,,,,,,,,,,,
,AT4G16892.1,,,,,,,,,,,,,
,AT1G68660.2,,,,,,,,,,,,,
,AT3G03500.1,,,,,,,,,,,,,
,AT3G50800.1,,,,,,,,,,,,,
,AT3G51920.1,,,,,,,,,,,,,
,AT4G18050.1,,,,,,,,,,,,,
,AT4G39480.1,,,,,,,,,,,,,
,AT1G68660.1,,,,,,,,,,,,,
,AT3G17070.1,,,,,,,,,,,,,
,AT5G64570.1,,,,,,,,,,,,,
,AT2G37240.1,,,,,,,,,,,,,
,AT1G72416.2,,,,,,,,,,,,,
,AT3G27400.1,,,,,,,,,,,,,
,AT1G02910.1,,,,,,,,,,,,,
,AT5G05960.1,,,,,,,,,,,,,
,AT5G38230.1,,,,,,,,,,,,,
,AT3G17040.1,,,,,,,,,,,,,
,AT4G23390.1,,,,,,,,,,,,,
,AT4G33550.2,,,,,,,,,,,,,
,AT2G20920.1,,,,,,,,,,,,,
,AT2G21370.1,,,,,,,,,,,,,
,AT1G72416.1,,,,,,,,,,,,,
,AT2G36000.2,,,,,,,,,,,,,
,AT1G54350.1,,,,,,,,,,,,,
,AT1G54660.1,,,,,,,,,,,,,
,AT2G21370.2,,,,,,,,,,,,,
,AT1G02205.2,,,,,,,,,,,,,
,AT1G35340.1,,,,,,,,,,,,,
,AT3G47450.1,,,,,,,,,,,,,
,AT3G47450.2,,,,,,,,,,,,,
,AT5G44578.1,,,,,,,,,,,,,
,AT1G26780.2,,,,,,,,,,,,,
,AT1G10585.1,,,,,,,,,,,,,
,AT3G61970.1,,,,,,,,,,,,,
,AT4G29050.1,,,,,,,,,,,,,
,AT1G35340.4,,,,,,,,,,,,,
,AT2G18710.1,,,,,,,,,,,,,
,AT4G02410.1,,,,,,,,,,,,,
,AT3G61150.1,,,,,,,,,,,,,
,AT3G46900.1,,,,,,,,,,,,,
,AT3G07195.1,,,,,,,,,,,,,
,AT1G01030.1,,,,,,,,,,,,,
,AT1G72416.4,,,,,,,,,,,,,
,AT1G22250.1,,,,,,,,,,,,,
,AT3G62910.1,,,,,,,,,,,,,
,AT3G63190.1,,,,,,,,,,,,,
,AT4G08950.1,,,,,,,,,,,,,
,AT2G38600.1,,,,,,,,,,,,,
,AT3G06460.1,,,,,,,,,,,,,
,AT1G02205.3,,,,,,,,,,,,,
,AT4G23230.1,,,,,,,,,,,,,
,ATCG00650.1,,,,,,,,,,,,,
,AT3G21260.2,,,,,,,,,,,,,
,AT2G21320.1,,,,,,,,,,,,,
,ATCG00360.1,,,,,,,,,,,,,
,AT1G50910.1,,,,,,,,,,,,,
,AT4G01380.1,,,,,,,,,,,,,
,AT1G30515.1,,,,,,,,,,,,,
,AT3G05160.2,,,,,,,,,,,,,
,AT3G05160.1,,,,,,,,,,,,,
,AT1G33760.1,,,,,,,,,,,,,
,ATMG01080.1,,,,,,,,,,,,,
,AT1G09080.1,,,,,,,,,,,,,
,AT5G02830.1,,,,,,,,,,,,,
,AT4G37340.1,,,,,,,,,,,,,
,AT1G35340.3,,,,,,,,,,,,,
,AT1G72416.3,,,,,,,,,,,,,
,AT3G04330.1,,,,,,,,,,,,,
,AT1G09080.2,,,,,,,,,,,,,
,AT2G29165.1,,,,,,,,,,,,,
,AT4G33720.1,,,,,,,,,,,,,
,AT3G02100.1,,,,,,,,,,,,,
,AT3G07460.1,,,,,,,,,,,,,
,AT1G04180.1,,,,,,,,,,,,,
,AT3G51150.1,,,,,,,,,,,,,
,AT3G51150.2,,,,,,,,,,,,,
,AT4G09500.1,,,,,,,,,,,,,
,AT1G02610.1,,,,,,,,,,,,,
,AT5G63020.1,,,,,,,,,,,,,
,AT4G25620.1,,,,,,,,,,,,,
,AT4G09500.2,,,,,,,,,,,,,
,AT3G42658.1,,,,,,,,,,,,,
,AT3G59040.1,,,,,,,,,,,,,
,AT3G48460.1,,,,,,,,,,,,,
,AT4G33110.1,,,,,,,,,,,,,
,AT1G59171.1,,,,,,,,,,,,,
,AT1G59171.2,,,,,,,,,,,,,
,AT2G19840.1,,,,,,,,,,,,,
,AT2G18470.1,,,,,,,,,,,,,
,AT1G29510.1,,,,,,,,,,,,,
,AT3G13437.1,,,,,,,,,,,,,
,AT1G02205.1,,,,,,,,,,,,,
,AT4G34120.1,,,,,,,,,,,,,
,AT5G19540.1,,,,,,,,,,,,,
,AT5G65890.2,,,,,,,,,,,,,
,AT3G18390.1,,,,,,,,,,,,,
,AT3G59040.2,,,,,,,,,,,,,
,AT1G70250.1,,,,,,,,,,,,,
,AT3G20680.1,,,,,,,,,,,,,
,AT5G04900.1,,,,,,,,,,,,,
,AT1G08810.1,,,,,,,,,,,,,
,AT3G08700.1,,,,,,,,,,,,,
,AT2G46910.1,,,,,,,,,,,,,
,AT1G72416.5,,,,,,,,,,,,,
,AT3G07460.2,,,,,,,,,,,,,
,AT3G01950.1,,,,,,,,,,,,,
,AT1G21210.1,,,,,,,,,,,,,
,AT5G44520.1,,,,,,,,,,,,,
,AT5G49330.1,,,,,,,,,,,,,
,AT2G44300.1,,,,,,,,,,,,,
,AT1G72940.1,,,,,,,,,,,,,
,AT1G35340.2,,,,,,,,,,,,,
,AT2G02300.1,,,,,,,,,,,,,
,AT1G24530.1,,,,,,,,,,,,,
,AT3G12930.1,,,,,,,,,,,,,
,AT2G43220.1,,,,,,,,,,,,,
,AT2G46100.1,,,,,,,,,,,,,
,AT1G16320.1,,,,,,,,,,,,,
,AT5G46420.1,,,,,,,,,,,,,
,AT1G48450.3,,,,,,,,,,,,,
,AT5G62970.1,,,,,,,,,,,,,
,AT5G13410.1,,,,,,,,,,,,,
,AT1G10920.2,,,,,,,,,,,,,
,AT1G07880.2,,,,,,,,,,,,,
,AT1G04330.1,,,,,,,,,,,,,
,AT4G27390.1,,,,,,,,,,,,,
,AT1G59359.1,,,,,,,,,,,,,
,AT3G11630.1,,,,,,,,,,,,,
,AT5G49760.1,,,,,,,,,,,,,
,AT3G46420.1,,,,,,,,,,,,,
,AT1G09750.1,,,,,,,,,,,,,
,AT1G07880.1,,,,,,,,,,,,,
,AT1G46480.1,,,,,,,,,,,,,
,AT2G07666.1,,,,,,,,,,,,,
,AT2G07670.1,,,,,,,,,,,,,
,AT2G07700.1,,,,,,,,,,,,,
,AT2G07710.1,,,,,,,,,,,,,
,AT2G07720.1,,,,,,,,,,,,,
,AT2G07730.1,,,,,,,,,,,,,
,AT2G07780.1,,,,,,,,,,,,,
,AT2G07788.1,,,,,,,,,,,,,
,AT2G07789.1,,,,,,,,,,,,,
,AT2G07790.1,,,,,,,,,,,,,
,AT2G07791.1,,,,,,,,,,,,,
,AT5G38240.1,,,,,,,,,,,,,
,AT1G53230.1,,,,,,,,,,,,,
,AT1G48450.1,,,,,,,,,,,,,
,AT1G48450.2,,,,,,,,,,,,,
,AT4G25090.1,,,,,,,,,,,,,
,AT2G26040.1,,,,,,,,,,,,,
,AT4G03520.1,,,,,,,,,,,,,
,AT1G16905.1,,,,,,,,,,,,,
