gene,cell_type,tissue,source
AT3G10410,guard cell,shoot,PCMDB:SingleCellSeq
AT3G10450,guard cell,shoot,PCMDB:SingleCellSeq
AT3G10815,guard cell,shoot,PCMDB:SingleCellSeq
AT3G11230,guard cell,shoot,PCMDB:SingleCellSeq
AT3G11770,guard cell,shoot,PCMDB:SingleCellSeq
AT3G11910,guard cell,shoot,PCMDB:SingleCellSeq
AT3G12500,guard cell,shoot,PCMDB:SingleCellSeq
AT3G13175,guard cell,shoot,PCMDB:SingleCellSeq
AT3G13224,guard cell,shoot,PCMDB:SingleCellSeq
AT3G13450,guard cell,shoot,PCMDB:SingleCellSeq
AT3G14410,guard cell,shoot,PCMDB:SingleCellSeq
AT3G15940,guard cell,shoot,PCMDB:SingleCellSeq
AT3G16270,guard cell,shoot,PCMDB:SingleCellSeq
AT3G16340,guard cell,shoot,PCMDB:SingleCellSeq
AT3G16400,guard cell,shoot,PCMDB:SingleCellSeq
AT3G16470,guard cell,shoot,PCMDB:SingleCellSeq
AT3G16900,guard cell,shoot,PCMDB:SingleCellSeq
AT3G16940,guard cell,shoot,PCMDB:SingleCellSeq
AT3G16990,guard cell,shoot,PCMDB:SingleCellSeq
AT3G17365,guard cell,shoot,PCMDB:SingleCellSeq
AT3G17790,guard cell,shoot,PCMDB:SingleCellSeq
AT3G17940,guard cell,shoot,PCMDB:SingleCellSeq
AT3G17950,guard cell,shoot,PCMDB:SingleCellSeq
AT3G18040,guard cell,shoot,PCMDB:SingleCellSeq
AT3G18440,guard cell,shoot,PCMDB:SingleCellSeq
AT3G20015,guard cell,shoot,PCMDB:SingleCellSeq
AT3G20100,guard cell,shoot,PCMDB:SingleCellSeq
AT3G20250,guard cell,shoot,PCMDB:SingleCellSeq
AT3G20510,guard cell,shoot,PCMDB:SingleCellSeq
AT3G20920,guard cell,shoot,PCMDB:SingleCellSeq
AT3G21190,guard cell,shoot,PCMDB:SingleCellSeq
AT3G21770,guard cell,shoot,PCMDB:SingleCellSeq
AT3G22160,guard cell,shoot,PCMDB:SingleCellSeq
AT3G22850,guard cell,shoot,PCMDB:SingleCellSeq
AT3G23730,guard cell,shoot,PCMDB:SingleCellSeq
AT3G24140,guard cell,shoot,PCMDB:SingleCellSeq
AT3G24315,guard cell,shoot,PCMDB:SingleCellSeq
AT3G24520,guard cell,shoot,PCMDB:SingleCellSeq
AT3G24770,guard cell,shoot,PCMDB:SingleCellSeq
AT3G24800,guard cell,shoot,PCMDB:SingleCellSeq
AT3G25620,guard cell,shoot,PCMDB:SingleCellSeq
AT3G25730,guard cell,shoot,PCMDB:SingleCellSeq
AT3G26370,guard cell,shoot,PCMDB:SingleCellSeq
AT3G26380,guard cell,shoot,PCMDB:SingleCellSeq
AT3G27930,guard cell,shoot,PCMDB:SingleCellSeq
AT3G29370,guard cell,shoot,PCMDB:SingleCellSeq
AT3G29770,guard cell,shoot,PCMDB:SingleCellSeq
AT3G45040,guard cell,shoot,PCMDB:SingleCellSeq
AT3G46440,guard cell,shoot,PCMDB:SingleCellSeq
AT3G47675,guard cell,shoot,PCMDB:SingleCellSeq
AT3G48280,guard cell,shoot,PCMDB:SingleCellSeq
AT3G48440,guard cell,shoot,PCMDB:SingleCellSeq
AT3G48710,guard cell,shoot,PCMDB:SingleCellSeq
AT3G49260,guard cell,shoot,PCMDB:SingleCellSeq
AT3G49690,guard cell,shoot,PCMDB:SingleCellSeq
AT3G49880,guard cell,shoot,PCMDB:SingleCellSeq
AT3G50210,guard cell,shoot,PCMDB:SingleCellSeq
AT3G50630,guard cell,shoot,PCMDB:SingleCellSeq
AT3G50780,guard cell,shoot,PCMDB:SingleCellSeq
AT3G51310,guard cell,shoot,PCMDB:SingleCellSeq
AT3G51400,guard cell,shoot,PCMDB:SingleCellSeq
AT3G51460,guard cell,shoot,PCMDB:SingleCellSeq
AT3G51890,guard cell,shoot,PCMDB:SingleCellSeq
AT3G52240,guard cell,shoot,PCMDB:SingleCellSeq
AT3G52490,guard cell,shoot,PCMDB:SingleCellSeq
AT3G52710,guard cell,shoot,PCMDB:SingleCellSeq
AT3G53620,guard cell,shoot,PCMDB:SingleCellSeq
AT3G54080,guard cell,shoot,PCMDB:SingleCellSeq
AT3G54290,guard cell,shoot,PCMDB:SingleCellSeq
AT3G54380,guard cell,shoot,PCMDB:SingleCellSeq
AT3G54670,guard cell,shoot,PCMDB:SingleCellSeq
AT3G54740,guard cell,shoot,PCMDB:SingleCellSeq
AT3G54850,guard cell,shoot,PCMDB:SingleCellSeq
AT3G55290,guard cell,shoot,PCMDB:SingleCellSeq
AT3G55390,guard cell,shoot,PCMDB:SingleCellSeq
AT3G55420,guard cell,shoot,PCMDB:SingleCellSeq
AT3G55640,guard cell,shoot,PCMDB:SingleCellSeq
AT3G55840,guard cell,shoot,PCMDB:SingleCellSeq
AT3G56620,guard cell,shoot,PCMDB:SingleCellSeq
AT3G57220,guard cell,shoot,PCMDB:SingleCellSeq
AT3G57600,guard cell,shoot,PCMDB:SingleCellSeq
AT3G57880,guard cell,shoot,PCMDB:SingleCellSeq
AT3G58000,guard cell,shoot,PCMDB:SingleCellSeq
AT3G58270,guard cell,shoot,PCMDB:SingleCellSeq
AT3G58640,guard cell,shoot,PCMDB:SingleCellSeq
AT3G58790,guard cell,shoot,PCMDB:SingleCellSeq
AT3G58840,guard cell,shoot,PCMDB:SingleCellSeq
AT3G59510,guard cell,shoot,PCMDB:SingleCellSeq
AT3G59660,guard cell,shoot,PCMDB:SingleCellSeq
AT3G60520,guard cell,shoot,PCMDB:SingleCellSeq
AT3G60580,guard cell,shoot,PCMDB:SingleCellSeq
AT3G60720,guard cell,shoot,PCMDB:SingleCellSeq
AT3G61990,guard cell,shoot,PCMDB:SingleCellSeq
AT4G00820,guard cell,shoot,PCMDB:SingleCellSeq
AT4G01290,guard cell,shoot,PCMDB:SingleCellSeq
AT4G01440,guard cell,shoot,PCMDB:SingleCellSeq
AT4G01680,guard cell,shoot,PCMDB:SingleCellSeq
AT4G01710,guard cell,shoot,PCMDB:SingleCellSeq
AT4G02280,guard cell,shoot,PCMDB:SingleCellSeq
AT4G02640,guard cell,shoot,PCMDB:SingleCellSeq
AT4G02740,guard cell,shoot,PCMDB:SingleCellSeq
AT4G02980,guard cell,shoot,PCMDB:SingleCellSeq
AT4G04190,guard cell,shoot,PCMDB:SingleCellSeq
AT4G04450,guard cell,shoot,PCMDB:SingleCellSeq
AT4G04910,guard cell,shoot,PCMDB:SingleCellSeq
AT4G05010,guard cell,shoot,PCMDB:SingleCellSeq
AT4G06701,guard cell,shoot,PCMDB:SingleCellSeq
AT4G08960,guard cell,shoot,PCMDB:SingleCellSeq
AT4G09030,guard cell,shoot,PCMDB:SingleCellSeq
AT4G09500,guard cell,shoot,PCMDB:SingleCellSeq
AT4G11380,guard cell,shoot,PCMDB:SingleCellSeq
AT4G12050,guard cell,shoot,PCMDB:SingleCellSeq
AT4G12110,guard cell,shoot,PCMDB:SingleCellSeq
AT4G12430,guard cell,shoot,PCMDB:SingleCellSeq
AT4G12440,guard cell,shoot,PCMDB:SingleCellSeq
AT4G13730,guard cell,shoot,PCMDB:SingleCellSeq
AT4G14147,guard cell,shoot,PCMDB:SingleCellSeq
AT4G15093,guard cell,shoot,PCMDB:SingleCellSeq
AT4G15120,guard cell,shoot,PCMDB:SingleCellSeq
AT4G16430,guard cell,shoot,PCMDB:SingleCellSeq
AT4G16770,guard cell,shoot,PCMDB:SingleCellSeq
AT4G16790,guard cell,shoot,PCMDB:SingleCellSeq
AT4G17190,guard cell,shoot,PCMDB:SingleCellSeq
AT4G17550,guard cell,shoot,PCMDB:SingleCellSeq
AT4G18020,guard cell,shoot,PCMDB:SingleCellSeq
AT4G18580,guard cell,shoot,PCMDB:SingleCellSeq
AT4G18800,guard cell,shoot,PCMDB:SingleCellSeq
AT4G18830,guard cell,shoot,PCMDB:SingleCellSeq
AT4G19120,guard cell,shoot,PCMDB:SingleCellSeq
AT4G19700,guard cell,shoot,PCMDB:SingleCellSeq
AT4G20300,guard cell,shoot,PCMDB:SingleCellSeq
AT4G20930,guard cell,shoot,PCMDB:SingleCellSeq
AT4G21150,guard cell,shoot,PCMDB:SingleCellSeq
AT4G21740,guard cell,shoot,PCMDB:SingleCellSeq
AT4G22233,guard cell,shoot,PCMDB:SingleCellSeq
AT4G22910,guard cell,shoot,PCMDB:SingleCellSeq
AT4G23460,guard cell,shoot,PCMDB:SingleCellSeq
AT4G23500,guard cell,shoot,PCMDB:SingleCellSeq
AT4G24480,guard cell,shoot,PCMDB:SingleCellSeq
AT4G25720,guard cell,shoot,PCMDB:SingleCellSeq
AT4G25950,guard cell,shoot,PCMDB:SingleCellSeq
AT4G26270,guard cell,shoot,PCMDB:SingleCellSeq
AT4G27180,guard cell,shoot,PCMDB:SingleCellSeq
AT4G27350,guard cell,shoot,PCMDB:SingleCellSeq
AT4G27780,guard cell,shoot,PCMDB:SingleCellSeq
AT4G28085,guard cell,shoot,PCMDB:SingleCellSeq
AT4G28330,guard cell,shoot,PCMDB:SingleCellSeq
AT4G28570,guard cell,shoot,PCMDB:SingleCellSeq
AT4G28700,guard cell,shoot,PCMDB:SingleCellSeq
AT4G29520,guard cell,shoot,PCMDB:SingleCellSeq
AT4G29570,guard cell,shoot,PCMDB:SingleCellSeq
AT4G29820,guard cell,shoot,PCMDB:SingleCellSeq
AT4G29900,guard cell,shoot,PCMDB:SingleCellSeq
AT4G30940,guard cell,shoot,PCMDB:SingleCellSeq
AT4G31430,guard cell,shoot,PCMDB:SingleCellSeq
AT4G31730,guard cell,shoot,PCMDB:SingleCellSeq
AT4G31750,guard cell,shoot,PCMDB:SingleCellSeq
AT4G32272,guard cell,shoot,PCMDB:SingleCellSeq
AT4G32460,guard cell,shoot,PCMDB:SingleCellSeq
AT4G32960,guard cell,shoot,PCMDB:SingleCellSeq
AT4G33040,guard cell,shoot,PCMDB:SingleCellSeq
AT4G33950,guard cell,shoot,PCMDB:SingleCellSeq
AT4G34000,guard cell,shoot,PCMDB:SingleCellSeq
AT4G34540,guard cell,shoot,PCMDB:SingleCellSeq
AT4G35070,guard cell,shoot,PCMDB:SingleCellSeq
AT4G35780,guard cell,shoot,PCMDB:SingleCellSeq
AT4G36640,guard cell,shoot,PCMDB:SingleCellSeq
AT4G37430,guard cell,shoot,PCMDB:SingleCellSeq
AT4G37870,guard cell,shoot,PCMDB:SingleCellSeq
AT4G38420,guard cell,shoot,PCMDB:SingleCellSeq
AT4G39210,guard cell,shoot,PCMDB:SingleCellSeq
AT4G39890,guard cell,shoot,PCMDB:SingleCellSeq
AT4G39955,guard cell,shoot,PCMDB:SingleCellSeq
AT5G01160,guard cell,shoot,PCMDB:SingleCellSeq
AT5G01450,guard cell,shoot,PCMDB:SingleCellSeq
AT5G01970,guard cell,shoot,PCMDB:SingleCellSeq
AT5G02460,guard cell,shoot,PCMDB:SingleCellSeq
AT5G02480,guard cell,shoot,PCMDB:SingleCellSeq
AT5G03545,guard cell,shoot,PCMDB:SingleCellSeq
AT5G04220,guard cell,shoot,PCMDB:SingleCellSeq
AT5G04370,guard cell,shoot,PCMDB:SingleCellSeq
AT5G06330,guard cell,shoot,PCMDB:SingleCellSeq
AT5G06790,guard cell,shoot,PCMDB:SingleCellSeq
AT5G06800,guard cell,shoot,PCMDB:SingleCellSeq
AT5G06960,guard cell,shoot,PCMDB:SingleCellSeq
AT5G07350,guard cell,shoot,PCMDB:SingleCellSeq
AT5G08120,guard cell,shoot,PCMDB:SingleCellSeq
AT5G08130,guard cell,shoot,PCMDB:SingleCellSeq
AT5G09976,guard cell,shoot,PCMDB:SingleCellSeq
AT5G10240,guard cell,shoot,PCMDB:SingleCellSeq
AT5G10946,guard cell,shoot,PCMDB:SingleCellSeq
AT5G11150,guard cell,shoot,PCMDB:SingleCellSeq
AT5G11260,guard cell,shoot,PCMDB:SingleCellSeq
AT5G11600,guard cell,shoot,PCMDB:SingleCellSeq
AT5G11720,guard cell,shoot,PCMDB:SingleCellSeq
AT5G11730,guard cell,shoot,PCMDB:SingleCellSeq
AT5G13500,guard cell,shoot,PCMDB:SingleCellSeq
AT5G14285,guard cell,shoot,PCMDB:SingleCellSeq
AT5G14420,guard cell,shoot,PCMDB:SingleCellSeq
AT5G14610,guard cell,shoot,PCMDB:SingleCellSeq
AT5G15730,guard cell,shoot,PCMDB:SingleCellSeq
AT5G16370,guard cell,shoot,PCMDB:SingleCellSeq
AT5G16380,guard cell,shoot,PCMDB:SingleCellSeq
AT5G16450,guard cell,shoot,PCMDB:SingleCellSeq
AT5G16510,guard cell,shoot,PCMDB:SingleCellSeq
AT5G17050,guard cell,shoot,PCMDB:SingleCellSeq
AT5G17910,guard cell,shoot,PCMDB:SingleCellSeq
AT5G18120,guard cell,shoot,PCMDB:SingleCellSeq
AT5G19200,guard cell,shoot,PCMDB:SingleCellSeq
AT5G19570,guard cell,shoot,PCMDB:SingleCellSeq
AT5G20400,guard cell,shoot,PCMDB:SingleCellSeq
AT5G21105,guard cell,shoot,PCMDB:SingleCellSeq
AT5G22740,guard cell,shoot,PCMDB:SingleCellSeq
AT5G23850,guard cell,shoot,PCMDB:SingleCellSeq
AT5G25170,guard cell,shoot,PCMDB:SingleCellSeq
AT5G25770,guard cell,shoot,PCMDB:SingleCellSeq
AT5G25830,guard cell,shoot,PCMDB:SingleCellSeq
AT5G25840,guard cell,shoot,PCMDB:SingleCellSeq
AT5G25980,guard cell,shoot,PCMDB:SingleCellSeq
AT5G26340,guard cell,shoot,PCMDB:SingleCellSeq
AT5G26731,guard cell,shoot,PCMDB:SingleCellSeq
AT5G27320,guard cell,shoot,PCMDB:SingleCellSeq
AT5G27660,guard cell,shoot,PCMDB:SingleCellSeq
AT5G27830,guard cell,shoot,PCMDB:SingleCellSeq
AT5G27930,guard cell,shoot,PCMDB:SingleCellSeq
AT5G28040,guard cell,shoot,PCMDB:SingleCellSeq
AT5G28220,guard cell,shoot,PCMDB:SingleCellSeq
AT5G28490,guard cell,shoot,PCMDB:SingleCellSeq
AT5G28830,guard cell,shoot,PCMDB:SingleCellSeq
AT5G35180,guard cell,shoot,PCMDB:SingleCellSeq
AT5G37660,guard cell,shoot,PCMDB:SingleCellSeq
AT5G37670,guard cell,shoot,PCMDB:SingleCellSeq
AT5G37740,guard cell,shoot,PCMDB:SingleCellSeq
AT5G38005,guard cell,shoot,PCMDB:SingleCellSeq
AT5G38010,guard cell,shoot,PCMDB:SingleCellSeq
AT5G38895,guard cell,shoot,PCMDB:SingleCellSeq
AT5G40382,guard cell,shoot,PCMDB:SingleCellSeq
AT5G41130,guard cell,shoot,PCMDB:SingleCellSeq
AT5G41800,guard cell,shoot,PCMDB:SingleCellSeq
AT5G41870,guard cell,shoot,PCMDB:SingleCellSeq
AT5G42060,guard cell,shoot,PCMDB:SingleCellSeq
AT5G42220,guard cell,shoot,PCMDB:SingleCellSeq
AT5G42440,guard cell,shoot,PCMDB:SingleCellSeq
AT5G42690,guard cell,shoot,PCMDB:SingleCellSeq
AT5G42970,guard cell,shoot,PCMDB:SingleCellSeq
AT5G43020,guard cell,shoot,PCMDB:SingleCellSeq
AT5G43060,guard cell,shoot,PCMDB:SingleCellSeq
AT5G43100,guard cell,shoot,PCMDB:SingleCellSeq
AT5G44567,guard cell,shoot,PCMDB:SingleCellSeq
AT5G45580,guard cell,shoot,PCMDB:SingleCellSeq
AT5G46860,guard cell,shoot,PCMDB:SingleCellSeq
AT5G47520,guard cell,shoot,PCMDB:SingleCellSeq
AT5G48480,guard cell,shoot,PCMDB:SingleCellSeq
AT5G48485,guard cell,shoot,PCMDB:SingleCellSeq
AT5G49280,guard cell,shoot,PCMDB:SingleCellSeq
AT5G49650,guard cell,shoot,PCMDB:SingleCellSeq
AT5G49890,guard cell,shoot,PCMDB:SingleCellSeq
AT5G50020,guard cell,shoot,PCMDB:SingleCellSeq
AT5G50090,guard cell,shoot,PCMDB:SingleCellSeq
AT5G50443,guard cell,shoot,PCMDB:SingleCellSeq
AT5G51260,guard cell,shoot,PCMDB:SingleCellSeq
AT5G51570,guard cell,shoot,PCMDB:SingleCellSeq
AT5G52180,guard cell,shoot,PCMDB:SingleCellSeq
AT5G52510,guard cell,shoot,PCMDB:SingleCellSeq
AT5G52880,guard cell,shoot,PCMDB:SingleCellSeq
AT5G52980,guard cell,shoot,PCMDB:SingleCellSeq
AT5G53470,guard cell,shoot,PCMDB:SingleCellSeq
AT5G53590,guard cell,shoot,PCMDB:SingleCellSeq
AT5G53592,guard cell,shoot,PCMDB:SingleCellSeq
AT5G53870,guard cell,shoot,PCMDB:SingleCellSeq
AT5G54080,guard cell,shoot,PCMDB:SingleCellSeq
AT5G54840,guard cell,shoot,PCMDB:SingleCellSeq
AT5G54960,guard cell,shoot,PCMDB:SingleCellSeq
AT5G55860,guard cell,shoot,PCMDB:SingleCellSeq
AT5G56630,guard cell,shoot,PCMDB:SingleCellSeq
AT5G57050,guard cell,shoot,PCMDB:SingleCellSeq
AT5G57110,guard cell,shoot,PCMDB:SingleCellSeq
AT5G57685,guard cell,shoot,PCMDB:SingleCellSeq
AT5G57910,guard cell,shoot,PCMDB:SingleCellSeq
AT5G58150,guard cell,shoot,PCMDB:SingleCellSeq
AT5G58575,guard cell,shoot,PCMDB:SingleCellSeq
AT5G58580,guard cell,shoot,PCMDB:SingleCellSeq
AT5G58590,guard cell,shoot,PCMDB:SingleCellSeq
AT5G59000,guard cell,shoot,PCMDB:SingleCellSeq
AT5G60220,guard cell,shoot,PCMDB:SingleCellSeq
AT5G60570,guard cell,shoot,PCMDB:SingleCellSeq
AT5G60580,guard cell,shoot,PCMDB:SingleCellSeq
AT5G60710,guard cell,shoot,PCMDB:SingleCellSeq
AT5G61530,guard cell,shoot,PCMDB:SingleCellSeq
AT5G61740,guard cell,shoot,PCMDB:SingleCellSeq
AT5G62560,guard cell,shoot,PCMDB:SingleCellSeq
AT5G62865,guard cell,shoot,PCMDB:SingleCellSeq
AT5G63350,guard cell,shoot,PCMDB:SingleCellSeq
AT5G63580,guard cell,shoot,PCMDB:SingleCellSeq
AT5G63640,guard cell,shoot,PCMDB:SingleCellSeq
AT5G63840,guard cell,shoot,PCMDB:SingleCellSeq
AT5G63880,guard cell,shoot,PCMDB:SingleCellSeq
AT5G64090,guard cell,shoot,PCMDB:SingleCellSeq
AT5G64370,guard cell,shoot,PCMDB:SingleCellSeq
AT5G64440,guard cell,shoot,PCMDB:SingleCellSeq
AT5G64570,guard cell,shoot,PCMDB:SingleCellSeq
AT5G65590,guard cell,shoot,PCMDB:SingleCellSeq
AT5G65750,guard cell,shoot,PCMDB:SingleCellSeq
AT5G66400,guard cell,shoot,PCMDB:SingleCellSeq
AT5G66440,guard cell,shoot,PCMDB:SingleCellSeq
AT5G67600,guard cell,shoot,PCMDB:SingleCellSeq
AT1G01120,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G01180,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G01250,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G01610,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G01630,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G01830,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G02205,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G02360,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G02390,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G02405,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G02860,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G02880,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G03230,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G03740,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G03850,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G04040,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G04200,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G04220,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G04280,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G04680,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G05065,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G05230,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G05310,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G05340,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G05810,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G06000,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G06550,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G06800,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G07720,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G08810,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G09310,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G09440,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G11350,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G11410,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G11670,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G11850,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G12330,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G13100,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G13110,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G14360,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G15260,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G15580,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G17060,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G17120,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G17140,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G17145,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G17147,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G17190,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G17200,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G17840,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G18890,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G21010,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G21060,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G21130,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G21460,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G21980,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G22030,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G22250,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G22330,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G22360,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G22370,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G22550,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G22570,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G22710,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G22890,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G22910,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G23080,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G23480,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G24470,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G25425,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G25450,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G25480,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G26100,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G26650,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G26945,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G26960,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G27130,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G27950,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G28230,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G28370,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G28660,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G28670,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G29420,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G29440,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G29450,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G29460,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G29500,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G29510,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G29660,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G29670,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G29890,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G30530,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G31350,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G32780,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G33055,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G33610,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G34640,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G35180,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G36160,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G45010,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G45191,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G45201,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G48260,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G48480,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G48750,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G49430,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G51440,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G51500,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G52200,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G52290,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G52827,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G52855,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G52880,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G53050,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G53310,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G53500,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G54040,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G54990,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G55020,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G55190,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G55260,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G55265,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G55450,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G56150,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G56600,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G56720,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G57980,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G58270,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G59590,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G60270,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G60730,leaf epidermis,shoot,PCMDB:SingleCellSeq
AT1G63120,leaf epidermis,shoot,PCMDB:SingleCellSeq
